Equipe;Pontos;Ref;Assistência;Roubo;Block;Faltas;Turnover;Orebote;FGA;FGM;3A;3M;FTA;FTM
"rockets";108;"DIA 24.6 knicks-rockets.xls";18;14;13;14;16;5;102;39;29;9;33;21
"rockets";116;"DIA 31.8 rockets-mavericks.xls";33;9;5;9;14;5;95;45;28;13;20;13
"rockets";117;"DIA 41.10 rockets-grizzlies.xls";29;9;12;22;5;5;103;49;26;10;10;9
"rockets";137;"DIA 5.2 pacers-rockets.xls";32;9;13;10;20;5;94;49;36;23;21;16
"rockets";102;"DIA 53.12 nets-rockets.xls";24;7;12;13;14;5;94;37;30;12;22;16
"spurs";115;"DIA 103.22 spurs-cavaliers.xls";29;7;10;8;6;5;96;46;25;10;15;13
"spurs";93;"DIA 109.23 lakers-spurs.xls";19;5;9;20;13;5;87;31;28;8;31;23
"spurs";118;"DIA 119.26 spurs-Jazz.xls";27;13;5;14;8;5;95;47;19;11;18;13
"spurs";125;"DIA 121.26 mavericks-spurs.xls";35;5;6;11;8;5;82;43;25;15;29;24
"spurs";123;"DIA 124.27 spurs-timberwolves.xls";30;8;4;16;12;5;89;49;26;12;14;13
"spurs";118;"DIA 125.27 pistons-spurs.xls";28;10;5;13;14;5;83;38;24;12;36;30
"spurs";107;"DIA 29.7 spurs-Kings.xls";27;14;6;28;13;5;102;43;25;9;15;12
"spurs";114;"DIA 30.7 spurs-Suns.xls";30;9;2;10;10;5;86;43;22;7;29;21
"spurs";98;"DIA 38.9 thunder-spurs.xls";20;10;9;16;11;5;93;35;32;8;22;20
"spurs";112;"DIA 4.1 thunder-spurs.xls";30;7;11;17;21;5;91;39;23;6;32;28
"spurs";136;"DIA 46.11 spurs-pacers.xls";34;12;8;15;9;5;102;50;35;17;21;19
"spurs";112;"DIA 64.14 trailblazers-spurs.xls";22;12;8;15;16;5;88;39;21;6;32;28
"spurs";103;"DIA 90.19 spurs-Sixers.xls";22;8;1;25;7;5;96;39;23;5;24;20
"spurs";102;"DIA 92.20 spurs-Nets.xls";24;4;11;17;18;5;87;37;18;6;30;22
"spurs";120;"DIA 93.20 rockets-spurs.xls";32;8;9;12;12;5;86;45;21;10;24;20
"spurs";106;"DIA 95.20 clippers-spurs.xls";21;6;6;15;5;5;90;33;33;11;39;29
"spurs";125;"DIA 97.21 spurs-mavericks.xls";28;14;5;14;12;5;91;46;21;9;29;24
"knicks";113;"DIA 103.22 knicks-pacers.xls";34;9;5;19;12;5;99;47;19;8;12;11
"knicks";112;"DIA 120.26 raptors-knicks.xls";30;17;6;13;18;5;93;44;21;9;22;15
"knicks";118;"DIA 125.27 Pacers-Knicks.xls";24;8;6;20;12;5;95;44;27;10;23;20
"knicks";113;"DIA 33.8 knicks-magic.xls";28;14;8;13;8;5;105;44;31;10;16;15
"knicks";112;"DIA 46.11 pistons-knicks.xls";34;6;8;19;11;5;96;45;29;14;11;8
"knicks";108;"DIA 68.15 pelicans-knicks.xls";30;5;9;22;17;5;95;42;22;6;24;18
"knicks";119;"DIA 85.18 lakers-knicks.xls";36;6;9;20;8;5;97;48;28;10;16;13
"Suns";101;"DIA 11.3 Suns-spurs.xls";26;7;11;22;21;5;77;37;31;11;24;16
"Suns";117;"DIA 125.27 celtics-Suns.xls";30;11;16;15;8;5;92;43;28;10;25;21
"Suns";110;"DIA 22.6 Suns-pacers.xls";30;8;8;10;14;5;96;43;31;15;10;9
"Suns";108;"DIA 29.7 Suns-Sixers.xls";29;7;9;11;14;5;100;41;41;16;14;10
"Suns";104;"DIA 37.9 timberwolves-Suns.xls";22;6;10;13;13;5;85;35;37;12;28;22
"Suns";126;"DIA 41.10 Suns-trailblazers.xls";30;12;9;16;16;5;94;46;31;12;25;22
"Suns";128;"DIA 47.11 Suns-mavericks.xls";37;10;15;10;12;5;109;52;41;14;13;10
"Suns";111;"DIA 60.13 knicks-Suns.xls";28;15;8;11;9;5;98;44;26;9;16;14
"Suns";87;"DIA 65.14 Suns-thunder.xls";21;10;5;21;11;5;85;31;25;8;20;17
"Suns";112;"DIA 72.16 heat-Suns.xls";25;12;6;15;9;5;103;45;29;10;14;12
"Suns";115;"DIA 74.16 Suns-hornets.xls";24;9;8;15;13;5;87;39;30;14;27;23
"Suns";106;"DIA 8.2 pistons-Suns.xls";25;11;6;14;17;5;96;41;29;11;15;13
"Suns";114;"DIA 86.19 Suns-celtics.xls";26;6;10;6;7;5;96;44;31;9;18;17
"cavaliers";79;"DIA 101.22 grizzlies-cavaliers.xls";19;8;8;8;12;5;93;31;23;4;18;13
"cavaliers";110;"DIA 12.3 bucks-cavaliers.xls";33;11;6;12;17;5;106;47;19;9;8;7
"cavaliers";118;"DIA 44.10 Suns-cavaliers.xls";30;9;12;21;9;5;100;44;27;14;22;16
"cavaliers";98;"DIA 51.12 cavaliers-pacers.xls";24;7;3;18;14;5;88;37;27;12;16;12
"cavaliers";90;"DIA 70.15 cavaliers-nets.xls";22;6;6;8;9;5;102;37;26;5;13;11
"cavaliers";79;"DIA 72.16 cavaliers-celtics.xls";22;8;6;7;15;5;92;32;24;6;13;9
"cavaliers";108;"DIA 86.19 cavaliers-spurs.xls";25;9;6;20;10;5;101;44;22;6;18;14
"warriors";113;"DIA 1.1 Bulls-warriors.xls";27;9;6;10;15;5;94;44;29;9;20;16
"warriors";92;"DIA 100.21 Kings-warriors.xls";21;11;9;13;11;5;92;36;22;10;16;10
"warriors";102;"DIA 103.22 warriors-heat.xls";22;8;5;10;5;5;94;39;24;10;20;14
"warriors";113;"DIA 12.3 warriors-Kings.xls";26;14;10;18;20;5;99;48;33;13;4;4
"warriors";115;"DIA 125.27 warriors-lakers.xls";28;12;10;20;12;5;100;42;25;9;26;22
"warriors";119;"DIA 26.7 warriors-grizzlies.xls";36;7;10;15;8;5;98;47;33;12;14;13
"warriors";104;"DIA 36.9 lakers-warriors.xls";31;7;8;18;13;5;102;40;34;14;13;10
"warriors";121;"DIA 62.14 warriors-nuggets.xls";36;12;6;17;12;5;105;49;25;8;20;15
"warriors";127;"DIA 75.16 warriors-pacers.xls";30;12;3;15;10;5;99;46;33;12;29;23
"warriors";82;"DIA 82.18 wizards-warriors.xls";21;7;12;22;10;5;95;32;26;7;13;11
"warriors";91;"DIA 85.18 pelicans-warriors.xls";23;7;6;21;3;5;104;34;38;7;20;16
"warriors";106;"DIA 91.20 warriors-nuggets.xls";28;10;10;19;10;5;99;40;37;18;12;8
"warriors";85;"DIA 95.20 trailblazers-warriors.xls";18;9;5;23;11;5;98;35;33;11;11;4
"bucks";113;"DIA 130.28 magic-bucks.xls";26;8;5;9;9;6;93;37;43;17;31;22
"bucks";105;"DIA 1.1 hornets-bucks.xls";28;11;4;14;20;6;94;44;29;11;7;6
"bucks";99;"DIA 110.23 bucks-Kings.xls";23;5;4;12;13;6;98;38;40;13;12;10
"bucks";94;"DIA 124.27 pelicans-bucks.xls";25;7;7;15;11;6;98;38;40;14;7;4
"bucks";112;"DIA 43.10 bucks-knicks.xls";24;11;4;11;14;6;93;41;31;14;17;16
"bucks";98;"DIA 44.10 raptors-bucks.xls";23;9;10;12;14;6;99;38;36;10;15;12
"bucks";103;"DIA 51.12 bucks-thunder.xls";30;8;4;14;16;6;94;40;27;9;15;14
"bucks";83;"DIA 62.14 Bulls-bucks.xls";25;7;5;14;15;6;91;32;30;8;15;11
"bucks";111;"DIA 64.14 bucks-hornets.xls";26;10;12;19;14;6;95;42;24;7;23;20
"bucks";120;"DIA 65.14 pistons-bucks.xls";32;11;5;21;13;6;111;50;43;14;6;6
"bucks";94;"DIA 68.15 bucks-Jazz.xls";25;9;9;28;14;6;97;37;28;11;11;9
"bucks";91;"DIA 72.16 hawks-bucks.xls";26;9;11;12;12;6;96;35;39;9;14;12
"bucks";123;"DIA 75.16 spurs-bucks.xls";29;10;1;10;11;6;103;46;23;8;24;23
"bucks";82;"DIA 78.17 bucks-warriors.xls";26;6;7;13;20;6;90;33;27;6;11;10
"bucks";108;"DIA 85.18 Sixers-bucks.xls";34;9;9;19;8;6;102;46;28;11;6;5
"bucks";95;"DIA 90.19 cavaliers-bucks.xls";21;9;2;12;16;6;93;35;26;7;24;18
"mavericks";109;"DIA 129.28 mavericks-Lakers.xls";32;4;6;9;17;6;91;43;29;11;15;12
"mavericks";80;"DIA 105.22 mavericks-Kings.xls";25;4;3;19;17;6;93;32;24;6;14;10
"mavericks";83;"DIA 116.25 wizards-mavericks.xls";22;5;3;16;9;6;96;34;29;9;10;6
"mavericks";101;"DIA 2.1 mavericks-rockets.xls";28;6;6;19;22;6;88;39;19;7;17;16
"mavericks";109;"DIA 23.6 Bulls-mavericks.xls";30;11;9;15;18;6;102;44;26;9;17;12
"mavericks";102;"DIA 31.8 rockets-mavericks.xls";23;13;6;15;11;6;96;41;26;7;16;13
"mavericks";110;"DIA 36.9 mavericks-grizzlies.xls";31;10;10;16;19;6;99;45;29;13;8;7
"mavericks";106;"DIA 70.15 mavericks-pelicans.xls";30;8;9;17;16;6;97;40;22;8;25;18
"mavericks";120;"DIA 71.16 mavericks-clippers.xls";28;9;6;15;12;6;93;48;24;11;14;13
"mavericks";112;"DIA 79.17 mavericks-Jazz.xls";33;9;6;12;11;6;100;47;33;10;10;8
"mavericks";118;"DIA 81.18 hornets-mavericks.xls";32;10;6;8;11;6;96;46;25;10;16;16
"mavericks";116;"DIA 88.19 hawks-mavericks.xls";30;10;7;15;12;6;94;44;26;11;21;17
"mavericks";110;"DIA 94.20 mavericks-pistons.xls";24;10;9;19;10;6;96;45;21;9;16;11
"Bulls";105;"DIA 102.22 pacers-Bulls.xls";27;7;10;19;19;6;87;40;16;5;23;20
"Bulls";118;"DIA 103.22 celtics-Bulls.xls";23;12;8;16;12;6;86;37;16;9;38;35
"Bulls";109;"DIA 105.22 pistons-Bulls.xls";28;12;14;15;13;6;92;44;14;8;15;13
"Bulls";107;"DIA 113.24 hawks-Bulls.xls";26;7;13;17;13;6;85;39;13;5;35;24
"Bulls";119;"DIA 119.26 Bulls-pacers.xls";23;9;15;9;14;6;88;44;15;6;32;25
"Bulls";108;"DIA 4.1 Bulls-bucks.xls";28;8;5;17;17;6;100;43;38;14;13;8
"Bulls";108;"DIA 45.10 lakers-Bulls.xls";19;13;9;22;12;6;94;40;21;7;24;21
"Bulls";104;"DIA 55.12 bucks-Bulls.xls";22;8;10;13;16;6;98;42;28;8;17;12
"Bulls";108;"DIA 59.13 nets-Bulls.xls";26;10;11;15;13;6;90;41;17;6;25;20
"Bulls";107;"DIA 70.15 Kings-Bulls.xls";22;12;5;13;11;6;101;39;22;7;25;22
"Bulls";119;"DIA 77.17 cavaliers-Bulls.xls";24;6;7;12;9;6;92;45;19;8;23;21
"Bulls";121;"DIA 84.18 Bulls-nets.xls";30;10;11;7;11;6;93;49;23;8;18;15
"Bulls";119;"DIA 90.19 pacers-Bulls.xls";28;9;8;16;7;6;103;47;23;11;18;14
"raptors";113;"DIA 106.23 magic-raptors.xls";26;6;9;15;13;6;90;41;25;7;31;24
"raptors";101;"DIA 107.23 Suns-raptors.xls";23;8;7;19;13;6;88;37;16;4;30;23
"raptors";120;"DIA 114.24 heat-raptors.xls";31;5;4;15;13;6;85;43;18;9;31;25
"raptors";128;"DIA 122.26 raptors-celtics.xls";27;7;4;9;16;6;92;44;30;14;37;26
"raptors";120;"DIA 124.27 Kings-raptors.xls";30;14;6;20;17;6;96;47;23;11;21;15
"raptors";128;"DIA 26.7 nets-raptors.xls";23;14;6;10;12;6;98;43;22;6;45;36
"raptors";121;"DIA 38.9 raptors-lakers.xls";29;10;12;19;15;6;89;43;27;10;32;25
"raptors";120;"DIA 4.1 celtics-raptors.xls";23;13;2;16;10;6;92;44;26;8;24;24
"raptors";131;"DIA 68.15 raptors-pacers.xls";35;14;7;10;11;6;97;52;19;8;27;19
"raptors";124;"DIA 76.17 raptors-grizzlies.xls";40;7;4;19;11;6;110;53;19;7;15;11
"raptors";92;"DIA 83.18 Jazz-raptors.xls";24;5;8;11;15;6;88;34;29;9;19;15
"raptors";107;"DIA 91.20 raptors-nets.xls";31;6;7;12;10;6;96;43;20;9;19;12
"raptors";103;"DIA 93.20 raptors-cavaliers.xls";26;13;6;12;14;6;90;40;21;8;17;15
"grizzlies";105;"DIA 102.22 lakers-grizzlies.xls";32;6;5;14;12;6;92;41;29;9;18;14
"grizzlies";107;"DIA 116.25 grizzlies-lakers.xls";28;11;12;20;13;6;93;41;32;11;16;14
"grizzlies";122;"DIA 118.25 grizzlies-trailblazers.xls";32;3;6;20;14;6;97;46;27;13;19;17
"grizzlies";122;"DIA 27.7 grizzlies-Jazz.xls";29;10;7;12;16;6;95;50;25;8;17;14
"grizzlies";109;"DIA 31.8 grizzlies-Kings.xls";30;3;8;9;6;6;94;43;22;5;25;18
"grizzlies";115;"DIA 46.11 nuggets-grizzlies.xls";31;10;6;17;13;6;107;49;22;7;12;10
"grizzlies";93;"DIA 49.11 spurs-grizzlies.xls";28;7;4;14;22;6;92;37;25;9;14;10
"grizzlies";153;"DIA 5.2 trailblazers-grizzlies.xls";32;18;11;16;17;6;126;56;22;7;46;34
"grizzlies";103;"DIA 52.12 grizzlies-celtics.xls";23;9;5;6;7;6;90;40;20;10;21;13
"grizzlies";97;"DIA 61.14 grizzlies-pacers.xls";22;11;6;11;9;6;93;39;16;7;18;12
"pistons";104;"DIA 128.28 pistons-hornets.xls";26;8;6;8;9;6;99;42;20;7;17;13
"pistons";115;"DIA 1.1 hawks-pistons.xls";31;16;15;11;20;6;100;47;18;9;16;12
"pistons";96;"DIA 102.22 pistons-Sixers.xls";27;4;6;9;13;6;86;37;18;3;22;19
"pistons";116;"DIA 105.22 pistons-Bulls.xls";29;9;4;13;15;6;95;47;17;5;19;17
"pistons";134;"DIA 11.3 clippers-pistons.xls";30;15;9;18;16;6;105;51;17;6;32;26
"pistons";126;"DIA 119.26 bucks-pistons.xls";36;6;9;8;13;6;93;47;21;11;28;21
"pistons";106;"DIA 4.1 pistons-hawks.xls";30;12;9;11;13;6;102;47;13;4;10;8
"pistons";126;"DIA 51.12 nuggets-pistons.xls";32;7;8;11;10;6;99;46;22;6;32;28
"pistons";98;"DIA 52.12 pistons-trailblazers.xls";30;5;3;13;15;6;94;40;21;5;14;13
"pistons";125;"DIA 57.13 knicks-pistons.xls";31;10;5;16;14;6;98;50;20;7;24;18
"pistons";117;"DIA 62.14 pistons-Kings.xls";25;11;7;9;11;6;99;46;18;7;22;18
"pistons";104;"DIA 64.14 warriors-pistons.xls";26;10;14;9;11;6;94;39;16;2;26;24
"pistons";136;"DIA 67.15 pistons-magic.xls";37;6;6;12;13;6;102;55;19;8;21;18
"pistons";96;"DIA 78.17 hornets-pistons.xls";20;7;12;5;17;6;90;35;19;3;26;23
"pistons";114;"DIA 79.17 pistons-heat.xls";25;15;11;10;13;6;100;47;15;6;16;14
"pistons";112;"DIA 9.3 pistons-thunder.xls";29;10;18;9;17;6;95;46;15;8;19;12
"pistons";110;"DIA 90.19 Kings-pistons.xls";30;6;11;10;11;6;85;40;19;9;28;21
"heat";115;"DIA 112.24 Bulls-heat.xls";27;9;9;19;11;6;116;46;39;12;17;11
"heat";103;"DIA 16.4 clippers-heat.xls";20;15;7;20;20;6;87;39;20;5;29;20
"heat";124;"DIA 2.1 wizards-heat.xls";30;18;9;17;16;6;96;51;18;9;17;13
"heat";120;"DIA 26.7 heat-hornets.xls";34;5;5;19;22;6;94;49;25;12;15;10
"heat";120;"DIA 51.12 heat-wizards.xls";16;21;4;13;11;6;102;48;21;8;23;16
"heat";126;"DIA 6.2 heat-Sixers.xls";25;20;5;12;16;6;96;50;16;5;29;21
"heat";122;"DIA 68.15 heat-warriors.xls";34;7;9;17;8;6;106;49;27;13;16;11
"heat";110;"DIA 73.16 hornets-heat.xls";26;10;10;16;4;6;104;45;29;11;10;9
"heat";125;"DIA 76.17 heat-thunder.xls";32;4;7;10;8;6;96;45;24;14;26;21
"heat";107;"DIA 79.17 pistons-heat.xls";30;10;9;16;20;6;96;44;25;8;15;11
"heat";128;"DIA 87.19 nets-heat.xls";32;8;3;10;9;6;99;47;29;9;30;25
"nets";123;"DIA 128.28 celtics-nets.xls";33;11;4;11;11;6;94;49;19;7;24;18
"nets";90;"DIA 10.3 lakers-nets.xls";25;9;10;9;26;6;97;38;30;8;6;6
"nets";106;"DIA 104.22 nets-Bulls.xls";26;6;7;16;12;6;90;37;22;7;30;25
"nets";124;"DIA 118.25 bucks-nets.xls";32;7;10;16;9;6;112;47;25;12;22;18
"nets";117;"DIA 120.26 nets-mavericks.xls";22;10;7;13;8;6;92;44;25;9;25;20
"nets";125;"DIA 24.6 nets-celtics.xls";28;16;2;9;10;6;107;49;22;9;20;18
"nets";109;"DIA 38.9 nets-hornets.xls";27;6;7;14;10;6;99;44;21;7;18;14
"nets";118;"DIA 40.9 Bulls-nets.xls";29;7;7;13;11;6;96;42;30;14;24;20
"nets";111;"DIA 41.10 nets-warriors.xls";29;12;8;8;11;6;96;40;18;5;30;26
"nets";100;"DIA 87.19 nets-heat.xls";31;8;10;18;11;6;94;41;20;6;17;12
"nets";104;"DIA 91.20 raptors-nets.xls";27;6;9;16;9;6;97;45;14;4;12;10
"nets";98;"DIA 93.20 pistons-nets.xls";26;14;9;19;15;6;92;43;17;4;11;8
"nets";124;"DIA 97.21 nets-clippers.xls";30;16;13;15;10;6;96;48;27;10;22;18
"nets";118;"DIA 99.21 nets-bucks.xls";31;14;13;11;12;6;89;48;29;17;12;5
"hornets";127;"DIA 1.1 hornets-bucks.xls";32;12;4;6;13;6;91;50;30;8;21;19
"hornets";116;"DIA 102.22 magic-hornets.xls";33;10;6;12;11;6;93;44;24;11;20;17
"hornets";119;"DIA 117.25 hornets-Kings.xls";29;7;4;21;9;6;94;46;19;7;22;20
"hornets";131;"DIA 121.26 magic-hornets.xls";34;11;5;16;12;6;99;53;23;10;20;15
"hornets";133;"DIA 126.27 raptors-hornets.xls";29;8;8;16;6;6;97;47;24;11;33;28
"hornets";93;"DIA 17.5 spurs-hornets.xls";20;12;7;15;20;6;81;33;19;7;25;20
"hornets";125;"DIA 22.6 wizards-hornets.xls";28;7;5;28;13;6;99;51;19;7;24;16
"hornets";112;"DIA 46.11 hornets-celtics.xls";20;12;5;16;14;6;94;40;23;4;34;28
"hornets";122;"DIA 47.11 timberwolves-hornets.xls";29;13;5;13;9;6;103;44;23;9;31;25
"hornets";109;"DIA 5.2 hornets-nets.xls";30;10;10;14;13;6;95;41;30;9;22;18
"hornets";101;"DIA 73.16 hornets-heat.xls";25;3;7;14;14;6;91;37;20;4;29;23
"hornets";112;"DIA 87.19 celtics-hornets.xls";28;8;7;10;10;6;93;46;21;5;17;15
"hornets";125;"DIA 89.19 hawks-hornets.xls";25;12;9;17;10;6;91;46;24;10;27;23
"hornets";110;"DIA 99.21 hornets-raptors.xls";30;9;5;23;14;6;94;43;22;6;24;18
"wizards";91;"DIA 107.23 wizards-pacers.xls";27;5;5;25;11;6;93;38;10;5;15;10
"wizards";128;"DIA 109.23 grizzlies-wizards.xls";31;9;1;13;9;6;99;49;13;4;29;26
"wizards";106;"DIA 115.25 wizards-celtics.xls";32;2;1;18;14;6;89;39;12;7;24;21
"wizards";142;"DIA 122.26 wizards-nuggets.xls";37;8;2;15;12;6;90;53;8;5;34;31
"wizards";120;"DIA 29.7 pistons-wizards.xls";31;14;9;14;19;6;91;48;15;4;26;20
"wizards";107;"DIA 30.7 pacers-wizards.xls";30;8;12;15;20;6;95;43;12;3;24;18
"wizards";127;"DIA 4.1 Sixers-wizards.xls";29;8;6;14;16;6;93;47;8;2;38;31
"wizards";109;"DIA 58.13 wizards-rockets.xls";35;5;5;13;12;6;87;39;15;9;24;22
"wizards";143;"DIA 61.14 wizards-bucks.xls";34;7;7;16;8;6;92;53;10;6;34;31
"wizards";108;"DIA 67.15 Suns-wizards.xls";29;12;3;17;11;6;106;47;17;7;10;7
"wizards";125;"DIA 68.15 wizards-magic.xls";34;10;11;17;7;6;96;49;13;4;25;23
"lakers";109;"DIA 103.22 magic-lakers.xls";26;6;9;12;10;6;97;41;23;12;20;15
"lakers";107;"DIA 109.23 lakers-spurs.xls";21;9;8;18;9;6;94;37;26;9;30;24
"lakers";103;"DIA 116.25 grizzlies-lakers.xls";24;8;6;16;15;6;88;37;25;8;26;21
"lakers";106;"DIA 123.27 Jazz-lakers.xls";27;10;4;14;13;6;101;47;13;4;11;8
"lakers";114;"DIA 17.5 rockets-lakers.xls";29;9;5;13;12;6;98;43;37;15;18;13
"lakers";103;"DIA 27.7 trailblazers-lakers.xls";22;12;7;16;19;6;96;41;22;8;15;13
"lakers";118;"DIA 28.7 lakers-timberwolves.xls";21;15;7;14;17;6;100;49;29;8;16;12
"lakers";129;"DIA 35.8 pelicans-lakers.xls";39;9;5;19;9;6;106;56;18;4;16;13
"lakers";107;"DIA 44.10 heat-lakers.xls";23;7;10;15;16;6;91;42;16;7;20;16
"lakers";115;"DIA 45.10 lakers-Bulls.xls";26;6;9;17;17;6;94;43;16;8;27;21
"lakers";119;"DIA 66.15 bucks-lakers.xls";30;7;9;4;7;6;92;44;22;9;24;22
"lakers";126;"DIA 78.17 clippers-lakers.xls";34;10;10;15;8;6;95;49;22;9;28;19
"lakers";105;"DIA 80.17 nets-lakers.xls";22;7;7;7;10;6;87;38;21;6;29;23
"lakers";119;"DIA 81.18 Suns-lakers.xls";32;10;8;13;10;6;88;46;16;4;27;23
"Sixers";115;"DIA 127.28 lakers-Sixers.xls";30;6;6;26;11;6;85;39;16;6;35;31
"Sixers";110;"DIA 129.28 Sixers-magic.xls";32;10;8;14;12;6;100;45;21;6;16;14
"Sixers";102;"DIA 130.28 celtics-Sixers.xls";27;8;6;13;16;6;79;37;23;7;29;21
"Sixers";123;"DIA 112.24 rockets-Sixers.xls";37;12;6;8;7;6;97;49;29;10;18;15
"Sixers";108;"DIA 123.27 pacers-Sixers.xls";33;5;10;12;13;6;87;43;25;9;19;13
"Sixers";120;"DIA 20.5 Jazz-Sixers.xls";36;8;10;17;11;6;109;49;23;8;18;14
"Sixers";117;"DIA 40.9 Sixers-warriors.xls";36;7;10;14;8;6;97;50;13;5;14;12
"Sixers";119;"DIA 41.10 Sixers-nuggets.xls";28;12;6;16;13;6;100;48;20;6;23;17
"Sixers";134;"DIA 49.11 Sixers-thunder.xls";30;12;6;16;10;6;100;51;26;9;28;23
"Sixers";114;"DIA 51.12 Sixers-pelicans.xls";34;9;14;21;10;6;97;43;26;10;22;18
"Sixers";117;"DIA 60.13 Sixers-cavaliers.xls";26;8;12;8;5;6;99;43;25;8;27;23
"Sixers";106;"DIA 61.14 Sixers-celtics.xls";32;8;8;13;22;6;92;43;16;8;16;12
"Sixers";98;"DIA 83.18 Sixers-Bulls.xls";26;10;2;16;9;6;100;38;36;8;18;14
"Sixers";112;"DIA 89.19 Sixers-celtics.xls";28;5;10;10;8;6;88;44;18;7;28;17
"Sixers";90;"DIA 99.21 grizzlies-Sixers.xls";28;12;12;14;14;6;97;38;21;4;11;10
"nuggets";83;"DIA 128.28 clippers-nuggets.xls";22;3;8;18;17;6;82;31;21;8;19;13
"nuggets";126;"DIA 104.22 thunder-nuggets.xls";22;10;7;13;15;6;95;48;20;10;23;20
"nuggets";116;"DIA 112.24 magic-nuggets.xls";25;10;3;9;14;6;94;40;26;11;32;25
"nuggets";121;"DIA 113.24 nuggets-timberwolves.xls";33;7;8;15;14;6;84;48;15;6;23;19
"nuggets";115;"DIA 12.3 heat-nuggets.xls";24;14;7;15;17;6;94;43;25;9;22;20
"nuggets";135;"DIA 13.4 bucks-nuggets.xls";30;11;5;16;18;6;94;47;24;11;36;30
"nuggets";134;"DIA 16.4 nuggets-pacers.xls";29;12;3;17;23;6;100;52;31;10;26;20
"nuggets";110;"DIA 44.10 Kings-nuggets.xls";29;6;6;14;8;6;94;41;24;8;23;20
"nuggets";119;"DIA 47.11 pacers-nuggets.xls";31;5;5;19;10;6;97;47;25;12;15;13
"nuggets";90;"DIA 5.2 Jazz-nuggets.xls";25;8;6;11;15;6;94;36;24;3;20;15
"nuggets";112;"DIA 51.12 nuggets-pistons.xls";33;10;8;25;14;6;102;45;22;7;16;15
"nuggets";117;"DIA 86.19 lakers-nuggets.xls";22;6;2;17;11;6;93;42;23;9;27;24
"Jazz";107;"DIA 107.23 hawks-Jazz.xls";27;5;10;9;11;6;94;42;21;7;24;16
"Jazz";89;"DIA 116.25 magic-Jazz.xls";19;6;2;9;11;6;96;34;22;8;14;13
"Jazz";112;"DIA 118.25 Jazz-heat.xls";32;5;7;9;6;6;95;44;28;14;13;10
"Jazz";109;"DIA 43.10 Jazz-pacers.xls";30;5;4;9;9;6;94;40;27;12;19;17
"Jazz";96;"DIA 46.11 pelicans-Jazz.xls";20;13;7;10;18;6;92;36;23;7;19;17
"Jazz";122;"DIA 47.11 Jazz-pelicans.xls";30;7;7;12;12;6;98;47;24;9;23;19
"Jazz";88;"DIA 75.16 timberwolves-Jazz.xls";28;5;9;9;16;6;91;36;25;9;10;7
"Jazz";131;"DIA 8.2 nets-Jazz.xls";37;9;5;9;21;6;97;52;28;12;16;15
"Jazz";86;"DIA 91.20 grizzlies-Jazz.xls";21;9;8;11;13;6;95;36;33;9;9;5
"Jazz";101;"DIA 92.20 Bulls-Jazz.xls";26;8;7;7;14;6;97;43;21;5;15;10
"Jazz";110;"DIA 99.21 Suns-Jazz.xls";21;7;5;8;13;6;96;41;20;8;22;20
"pelicans";117;"DIA 127.28 pelicans-timberwolves.xls";29;11;5;6;10;6;89;49;13;5;23;14
